Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;8495NG;1;300000;Henswoude Dekstation En Exportstal;Prikwei 15;Aldeboarn;1173751;;;;;
2024;8501ZC;1;33580;;;;;;;;;
2024;8501ZE;1;338500;;;;;;;;;
2024;8501ZJ;1;110500;Stoeterij Bommelsteyn Bv;Polderboskdyk 13 a;Joure;1015117;;;;;
2024;8506BA;1;146300;;;;;;;;;
2024;8510;1;280720;;;;;;;;;
2024;8512AA;1;19000;;;;;;;;;
2024;8513CH;1;215100;;;;;;;;;
2024;8522ML;1;146600;W Wester;Strjitwei 12;Tjerkgaast;63287439;;;;;
2024;8522MV;1;66000;Stal Breimer;Gaestdyk 4;Tjerkgaast;1118898;;;;;
2024;8526DV;1;33000;;;;;;;;;
2024;8529MJ;1;64400;;;;;;;;;
2024;8532BS;1;25000;;;;;;;;;
2024;8538RH;1;66100;;;;;;;;;
2024;8565GP;1;64260;T Schraa;Noorderreed 12;Sondel;61368199;;;;;
2024;8566JE;1;30000;;;;;;;;;
2024;8567HA;1;106840;;;;;;;;;
2024;8567LL;1;425260;Opfokstal Beuckens Oudemirdum;Huningspaed 21;Oudemirdum;51096463;;;;;
2024;8571RL;1;393040;Stal Geertsma Vof;Harichsterdyk 4;Harich;1167550;;;;;
2024;8584VA;1;89000;;;;;;;;;
2024;8584VS;1;50610;;;;;;;;;
2024;8608JL;1;30320;;;;;;;;;
2024;8617LA;1;581000;Stoeterij Koopmans Vof;Rige 2;Abbega;61838845;;;;;
2024;8626GA;1;9750;;;;;;;;;
2024;8627SH;1;25000;;;;;;;;;
2024;8629RM;1;102900;;;;;;;;;
2024;8633WR;1;87400;;;;;;;;;
2024;8636VX;1;239300;;;;;;;;;
2024;8642WG;1;19100;;;;;;;;;
2024;8658LL;1;28940;;;;;;;;;
2024;8700;1;19700;;;;;;;;;
2024;8721GE;1;20000;Maatschap J En B Westhof;Boppelâns 23;Warns;62660152;;;;;
2024;8723BX;1;24000;Maatschap A En J Heida;Poel 1;Koudum;1150086;;;;;
2024;8723EK;1;95300;Stal De Heamar;Haanmeer 2;Koudum;71761993;;;;;
2024;8723LZ;2;118250;;;;;;;;;
2024;8730;1;32960;;;;;;;;;
2024;8741KE;1;558600;;;;;;;;;
2024;8748CW;1;25680;;;;;;;;;
2024;8750;1;21600;;;;;;;;;
2024;8753JA;1;154300;;;;;;;;;
2024;8763MD;1;1232940;;;;;;;;;
2024;8765LH;1;49700;;;;;;;;;
2024;8772KL;1;384800;;;;;;;;;
2024;8802PH;1;45000;Paardenhouderij Jj Hettinga;War 6;Franeker;1118856;;;;;
2024;8804RJ;1;44180;;;;;;;;;
2024;8806KR;1;79200;;;;;;;;;
2024;8820;1;202520;;;;;;;;;
2024;8821LW;1;706480;;;;;;;;;
2024;8822WD;1;28120;;;;;;;;;
2024;8832KD;1;44100;;;;;;;;;
2024;8843KD;1;35360;;;;;;;;;
2024;8851RE;1;100000;Maatschap Lootsma;Kammingadammen 2;Tzummarum;1172604;;;;;
2024;8851RH;1;8000;;;;;;;;;
2024;8862BM;1;907100;Van Der Meer Horsea Bv;Ludingaweg 36;Harlingen;53126114;;;;;
2024;8862CE;1;185350;J Van Der Pol;Herbaijumerweg 6;Harlingen;1170610;;;;;
2024;8899BV;1;44000;;;;;;;;;
2024;9000;1;8100;;;;;;;;;
2024;9005XK;1;813520;;;;;;;;;
2024;9009XD;1;33280;;;;;;;;;
2024;9011WJ;1;5980;;;;;;;;;
2024;9023AP;1;470100;;;;;;;;;
2024;9025BR;1;3729430;Sws Beers;Bearsterdyk 14;Bears;1068774;;;;;
2024;9034VB;1;283160;;;;;;;;;
2024;9035VK;1;148480;;;;;;;;;
2024;9036LP;1;336100;;;;;;;;;
2024;9041VL;1;52380;;;;;;;;;
2024;9057LH;1;1337200;Seldsum Equine Fertility;Piter Rindertsreedsje 16;Jelsum;52258572;;;;;
2024;9074AA;1;14200;;;;;;;;;
2024;9074TG;1;930000;Maatschap Jw Pw En F Bouma;Noorderleeg 5;Hallum;1176711;;;;;
2024;9074TJ;1;217000;;;;;;;;;
2024;9077SW;1;500600;;;;;;;;;
2024;9077TX;2;766230;;;;;;;;;
2024;9079LH;1;514500;Stal Hermes;Westeinde 43;St.-Jacobiparochie;1043403;;;;;
2024;9079PB;1;39130;;;;;;;;;
2024;9079PE;1;77540;;;;;;;;;
2024;9100;1;52020;;;;;;;;;
2024;9105KJ;1;60000;Mts G En Hg Epema;Galgeheech 9;Rinsumageast;63300303;;;;;
2024;9108NA;1;118700;;;;;;;;;
2024;9111GK;1;91900;;;;;;;;;
2024;9112;1;203800;;;;;;;;;
2024;9113AV;1;7505468;;;;;;;;;
2024;9150;1;97500;;;;;;;;;
2024;9160;1;116060;;;;;;;;;
2024;9170;1;740000;;;;;;;;;
2024;9171AL;1;278000;De Gouden Hoep;AEbingaloane 6;Blije;55104789;;;;;
2024;9205BZ;1;896300;4 Horses Bv Io;Oprijlaan 1;Drachten;75831376;;;;;
2024;9212VB;1;20000;;;;;;;;;
2024;9215VP;1;962000;Maatschap Talen;De Flearbosk 8;De Veenhoop;78042429;;;;;
2024;9216XH;1;164000;;;;;;;;;
2024;9216XM;1;100000;;;;;;;;;
2024;9222NT;1;146040;;;;;;;;;
2024;9223LR;1;312900;;;;;;;;;
2024;9241GA;1;35000;T Schaap;Merkebuorren 13;Wijnjewoude;1174941;;;;;
2024;9241HM;1;32240;Stal Ten Hove;Tjalling Harkeswei 89;Wijnjewoude;57429235;;;;;
2024;9241WB;1;306260;Ritsma Show Horse;Nije Heawei 7;Wijnjewoude;61167975;;;;;
2024;9241WJ;1;407600;;;;;;;;;
2024;9243SK;1;531500;H De Vries;Mjûmster Wei 39;Bakkeveen;1159764;;;;;
2024;9244GC;1;28080;;;;;;;;;
2024;9247TT;1;276940;;;;;;;;;
2024;9247WL;1;836000;Horses2Connect;Bûtewei 20;Ureterp;1165382;;;;;
2024;9248WR;1;1052870;;;;;;;;;
2024;9258CV;1;734200;;;;;;;;;
2024;9261XL;1;53300;Hengstenstation It Heechsan;Boerestreek 4;Eastermar;1092044;;;;;
2024;9261XV;1;71000;Stal Yn It Span;Robyntsjewei 15;Eastermar;1164317;;;;;
2024;9270;1;47200;;;;;;;;;
2024;9271VG;1;137300;Maatschap A F P En W Kamminga;Miedloane 20;De Westereen;1172741;;;;;
2024;9281LA;1;66330;;;;;;;;;
2024;9285XK;1;50000;Entrainement Smeding;Oost 29;Buitenpost;55861970;;;;;
2024;9289HC;1;157950;Paardenhouderij R Tel En Mr Dr J Bos;Tillewei 32 A;Drogeham;68195699;;;;;
2024;9289HH;1;20000;Hj Stables Paardenfok En Pensionstal;de Droegehamster Feart 3;Drogeham;75283336;;;;;
2024;9289XL;1;71300;Stal Henstra;Jan Gerkeswei 12;Drogeham;1078763;;;;;
2024;9296VB;1;150000;;;;;;;;;
2024;9301ZD;1;303860;;;;;;;;;
2024;9307PB;1;178160;;;;;;;;;
2024;9321XN;1;72000;Stal Hartlief;Lieverseweg 32;Peize;74424300;;;;;
2024;9354AC;1;216300;;;;;;;;;
2024;9354TD;1;15300;;;;;;;;;
2024;9354VH;1;77500;;;;;;;;;
2024;9354XM;1;695440;;;;;;;;;
2024;9355TE;1;112860;;;;;;;;;
2024;9356AV;1;957300;;;;;;;;;
2024;9356VA;2;221880;Roosterhuis;De Holm 7;Tolbert;61331783;;;;;
2024;9363AG;1;584800;;;;;;;;;
2024;9363VC;2;279800;Stal Haarsterweide;Haarsterweg 51;Marum;51143666;;;;;
2024;9363VE;1;227000;;;;;;;;;
2024;9363VK;1;181900;;;;;;;;;
2024;9364PG;1;539160;;;;;;;;;
2024;9364PR;1;336200;;;;;;;;;
2024;9405VD;1;206200;;;;;;;;;
2024;9411VA;1;21500;;;;;;;;;
2024;9411XC;1;58820;;;;;;;;;
2024;9411XD;1;118240;Portella Hoeve;Eursing 46;Beilen;1068554;;;;;
2024;9414TN;1;16520;;;;;;;;;
2024;9422CH;1;72400;;;;;;;;;
2024;9431BZ;1;343000;;;;;;;;;
2024;9443PA;1;473580;;;;;;;;;
2024;9443TJ;2;722060;Boerderijcamping Roeloomskamp;Hoofdstraat 10;Schoonloo;4050349;;;;;
2024;9443TL;2;120200;Maatschap Mj En G Lensing;Elperstraat 9;Schoonloo;1163941;;;;;
2024;9445XH;1;100000;A Somer;Vredenheim 3;Vredenheim;71556176;;;;;
2024;9447TW;1;139500;;;;;;;;;
2024;9457TA;1;794120;Marcel Hauber Trotting Stable Bv;Deurze 23;Deurze;4078457;;;;;
2024;9457TB;1;195000;;;;;;;;;
2024;9458TA;1;24000;Stal Dolfing;Balloo 13;Balloo;1174280;;;;;
2024;9462PN;1;503800;Manege Gasselte Cv;Lutkenend 19 a;Gasselte;4029215;;;;;
2024;9481AV;1;949700;R Meijer;Verlengde Noordenveldweg 3;Vries;51795515;;;;;
2024;9497PS;1;73260;Dba Stables;Zuideinde 10;Donderen;62026453;;;;;
2024;9497TE;1;333460;Stal En Erf;Scheperijen 1;Donderen;77388119;;;;;
2024;9502CB;1;442020;;;;;;;;;
2024;9503RL;1;41180;;;;;;;;;
2024;9525TC;1;65080;Petronellahoeve;Noorderstraat 46;Drouwenerveen;1142125;;;;;
2024;9525TJ;1;9010;;;;;;;;;
2024;9525TK;1;147160;Oosterhoeve;Zuideind 8 A;Drouwenerveen;71290362;;;;;
2024;9528TA;1;418340;;;;;;;;;
2024;9531TE;2;786900;Ist En Pensionstal Beekdal;Strengenweg 11;Borger;57171491;;;;;
2024;9536PG;1;109280;;;;;;;;;
2024;9561CS;1;261600;;;;;;;;;
2024;9564PC;1;241300;;;;;;;;;
2024;9584TH;1;213280;;;;;;;;;
2024;9591TS;1;95300;;;;;;;;;
2024;9602VT;1;65740;Stalhouderij En Manege Nieboer Bv;van der Duyn v Maasdamwg 274 a;Hoogezand;59496428;;;;;
2024;9605PP;1;551500;;;;;;;;;
2024;9608PB;1;264600;;;;;;;;;
2024;9614AE;2;918040;Mts Heringa;Hoofdweg 183;Harkstede GN;52208044;;;;;
2024;9622PE;1;170000;;;;;;;;;
2024;9627PA;1;207700;;;;;;;;;
2024;9651AB;1;35560;;;;;;;;;
2024;9658PG;1;168280;;;;;;;;;
2024;9660;1;24700;;;;;;;;;
2024;9661TJ;1;1066380;F Ten Seldam;Höchterweg 3;Alteveer;56476558;;;;;
2024;9663SN;1;349380;;;;;;;;;
2024;9672TC;1;424600;;;;;;;;;
2024;9675TA;1;675120;;;;;;;;;
2024;9675TT;2;1027500;;;;;;;;;
2024;9684EM;1;225400;;;;;;;;;
2024;9723AT;1;168820;;;;;;;;;
2024;9745CP;1;220600;;;;;;;;;
2024;9745EM;2;1270040;Mts De Groene Weide Paardenopfokbedrijf;Aduarderdiepsterweg 17;Groningen;68215878;;;;;
2024;9755PA;1;213000;;;;;;;;;
2024;9765EM;1;374460;Manegefokstal De Marsch;Hooiweg 200;Paterswolde;57899150;;;;;
2024;9781TS;1;130250;;;;;;;;;
2024;9792TD;1;78300;;;;;;;;;
2024;9792TK;1;250100;;;;;;;;;
2024;9795TA;1;71200;;;;;;;;;
2024;9797TA;1;255480;;;;;;;;;
2024;9800;1;89320;;;;;;;;;
2024;9821TB;1;287000;Manege Stal De Wijk;Kuzemerweg 18 A;Oldekerk;2078116;;;;;
2024;9821TE;1;919680;Stoeterij T Oosterzand;Zandumerweg 23;Oldekerk;71828362;;;;;
2024;9821TG;1;363420;;;;;;;;;
2024;9824PE;1;225500;;;;;;;;;
2024;9824TC;1;8000;;;;;;;;;
2024;9831;1;19400;;;;;;;;;
2024;9832TE;1;445000;;;;;;;;;
2024;9863TP;1;208860;;;;;;;;;
2024;9864TE;1;77848;Opfokbedrijf On Y Va;Snipperij 3;Kornhorn;1150063;;;;;
2024;9865VN;1;412850;Eloma Hoeve;Parkweg 9;Opende;78097452;;;;;
2024;9865VX;1;204460;;;;;;;;;
2024;9866TN;1;30000;;;;;;;;;
2024;9880;1;37320;;;;;;;;;
2024;9910;1;25840;;;;;;;;;
2024;9931BT;1;1307300;;;;;;;;;
2024;9940;1;430760;;;;;;;;;
2024;9944AA;1;294820;;;;;;;;;
2024;9944BW;1;106240;;;;;;;;;
2024;9945RC;1;389200;Maatschap Bosma Boonstra;Meerweg 3;Wagenborgen;1154528;651276781;;;;
2024;9951TR;2;439320;Stal Homan;Klein Garnwerd 4;Winsum;1171752;;;;;
2024;9967TK;1;1699700;Sijbrand Iwema Flevo Farm;Oosterweg 1;Eenrum;75757095;;;;;
2024;9973TB;1;170000;Maatschap K Van Der Lei;Vlakkeriet 5;Houwerzijl;1151780;;;;;
2024;9975VZ;1;391080;;;;;;;;;
2024;9981ND;1;383660;;;;;;;;;
2024;9989EK;1;121600;;;;;;;;;
2024;9990;1;393620;;;;;;;;;
2024;9991;1;815300;;;;;;;;;
2024;9995NC;1;49000;Pensionstal Van Vliet;Bredeweg 27;Kantens;65486404;;;;;
